year,division,gender,event_code,place,athlete,class_year,team,time,meet,meet_date,qualifying_cutoff,qualifies
2021,D3,men,400H,23,"Sloan, Jayden",FR-1,McMurry,54.21,American Southwest Conference Track & Field Championships,"Apr 29, 2021",22,False
2021,D3,men,400H,25,"Musgrave, Erik",SR-4,North Central (Ill.),54.25,CCIW Championships,"May 7, 2021",22,False
2021,D3,men,400H,26,"Sommer, Kevin",SO-2,Johns Hopkins,54.27,Rowan Last Chance,"May 20, 2021",22,False
2021,D3,men,400H,27,"Razze, Nicholas",FR-1,McDaniel,54.29,Hopkins Charm City Invitational,"May 11, 2021",22,False
2021,D3,men,400H,28,"Sampson, Josh",FR-1,Bethel (Minn.),54.4,Falcon Invite,"Apr 10, 2021",22,False
2021,D3,men,400H,29,"Herr, Derek",FR-1,York (Pa.),54.48,2021 MAC Outdoor Track & Field Championships,"May 6, 2021",22,False
2021,D3,men,400H,30,"Herrera, Travis",SR-4,Whitworth,54.54,Northwest Conference Track & Field Championships,"May 13, 2021",22,False
2021,D3,men,400H,31,"Bailin, Kai",SO-2,Trinity (Conn.),54.55,Tufts Invitational,"May 8, 2021",22,False
2021,D3,men,400H,32,"Kruse, Ted",FR-1,Loras,54.6,American Rivers Outdoor Conference Championships,"May 13, 2021",22,False
2021,D3,men,400H,33,"Webb, Charlie",SO-2,Denison,54.69,NCC Gregory Final Qualifier Track & Field Meet-2021,"May 19, 2021",22,False
2021,D3,men,400H,34,"Goldszer, John",FR-1,SUNY Geneseo,54.78,SUNYAC Outdoor Track & Field Championships,"May 7, 2021",22,False
2021,D3,men,400H,35,"Mihelich, Davis",SO-2,George Fox,54.85,OSU High Performance Meet,"Apr 30, 2021",22,False
2021,D3,men,400H,36,"Pischke, Andrew",JR-3,Wis.-La Crosse,54.87,WIAC Outdoor Track & Field Championships,"May 7, 2021",22,False
2021,D3,men,400H,37,"Patton, Jacob",JR-3,Westminster (Pa.),54.88,PAC Post Season Open,"May 12, 2021",22,False
2021,D3,men,400H,38,"Hardison, Blake",FR-1,Dubuque,54.89,American Rivers Outdoor Conference Championships,"May 13, 2021",22,False
2021,D3,men,400H,39,"Reed, Zachary",FR-1,Lebanon Valley,54.97,2021 MAC Outdoor Track & Field Championships,"May 6, 2021",22,False
2021,D3,men,400H,39,"Grauer, Logan",SO-2,Lebanon Valley,54.97,LVC Dutchmen Meet #1,"Mar 27, 2021",22,False
2021,D3,men,400H,41,"Nelson, Stephen",SR-4,Geneva,55.0,PAC Post Season Open,"May 12, 2021",22,False
2021,D3,men,400H,42,"Maack, Carter",SO-2,St. Thomas (Minn.),55.01,2021 MIAC Outdoor Track & Field Championships,"May 14, 2021",22,False
2021,D3,men,400H,43,"Phillips, Isaac",JR-3,Mount Union,55.03,2021 Harrison Dillard Twilight,"May 14, 2021",22,False
2021,D3,men,400H,43,"Febus, Cwinn",SR-4,Otterbein,55.03,OAC April Fools Invite,"Mar 27, 2021",22,False
2021,D3,men,400H,45,"Phillips-Galucci, Ellis",FR-1,Amherst,55.12,"Williams, Amherst, Hamilton","May 2, 2021",22,False
2021,D3,men,400H,45,"Walton, Lukas",SO-2,Bethel (Minn.),55.12,2021 MIAC Outdoor Track & Field Championships,"May 14, 2021",22,False
2021,D3,men,400H,47,"Gawe, Tana",JR-3,TCNJ,55.14,WCU Last Dance Invitational,"May 1, 2021",22,False
2021,D3,men,400H,48,"Cutright, Alex",SR-4,Monmouth (Ill.),55.16,Big Blue Open,"Apr 23, 2021",22,False
2021,D3,men,400H,48,"Richardson, William",SR-4,Hamilton,55.16,Middlebury College vs Hamilton College,"May 8, 2021",22,False
2021,D3,men,400H,50,"O'Brien, Xavier",SR-4,Roanoke,55.19,2021 Aggie Classic Twilight,"May 16, 2021",22,False
2016,D3,men,800,1,"Black, Mitchell",SR-4,Tufts,1:48.60,Larry Ellis Invite,"Apr 22, 2016",22,True
2016,D3,men,800,2,"Molinaro, Matt",SO-2,Ohio Northern,1:48.99,NCC Dr. Keeler Track & Field Meet - 2016,"May 12, 2016",22,True
2016,D3,men,800,3,"Sebhat, Aron",SR-4,North Central (Ill.),1:49.40,NCC Dr. Keeler Track & Field Meet - 2016,"May 12, 2016",22,True
2016,D3,men,800,4,"Kemei, Emmanuell",SO-2,Berea,1:49.41,2016 Kentucky Relays (College),"May 7, 2016",22,True
2016,D3,men,800,5,"Messana, Paul",JR-3,Pomona-Pitzer,1:49.86,2016 Oxy Invitational (College/University),"May 7, 2016",22,True
2016,D3,men,800,6,"Mason, Cyrus",SR-4,Wis.-La Crosse,1:50.04,UW-La Crosse NCAA Qualifier,"May 19, 2016",22,True
2016,D3,men,800,7,"Sharp, Andrew",SO-2,Greenville,1:50.15,NCC Gregory Final Qualifier Track & Field Meet - 2016,"May 18, 2016",22,True
2016,D3,men,800,8,"Hernandez, Jeremy",SO-2,Ramapo,1:50.39,ECAC Division III Track & Field Championships,"May 18, 2016",22,True
2016,D3,men,800,9,"Frey, Zach",SR-4,Loras,1:50.49,UW-La Crosse NCAA Qualifier,"May 19, 2016",22,True
2016,D3,men,800,10,"Popek, Dan",SR-4,Augustana (Ill.),1:50.50,NCC Dr. Keeler Track & Field Meet - 2016,"May 12, 2016",22,True
2016,D3,men,800,11,"Yannacone, Steven",JR-3,Williams,1:50.53,ECAC Division III Track & Field Championships,"May 18, 2016",22,True
2016,D3,men,800,12,"Twist, Michael",JR-3,Elizabethtown,1:50.56,2016 Mideast Invitational,"May 18, 2016",22,True
2016,D3,men,800,13,"Gunther, Sam",SR-4,Bridgewater (Va.),1:50.58,Wolfpack Last Chance,"May 6, 2016",22,True
2016,D3,men,800,14,"Bhalla, Veer",SR-4,Tufts,1:50.69,ECAC Division III Track & Field Championships,"May 18, 2016",22,True
2016,D3,men,800,14,"Mackin, Andrew",SR-4,Ursinus,1:50.69,2016 Mideast Invitational,"May 18, 2016",22,True
2016,D3,men,800,16,"Cattanach, Lee",SR-4,Eastern Conn. St.,1:50.74,NEICAAA Outdoor Track & Field Championships,"May 13, 2016",22,True
2016,D3,men,800,17,"DeBolt, Andrew",SR-4,Elmhurst,1:50.82,NCC Dr. Keeler Track & Field Meet - 2016,"May 12, 2016",22,True
2016,D3,men,800,18,"Cook-Gallardo, Donson",SO-2,Carleton,1:50.87,2016 Drake Relays presented by Hy-Vee,"Apr 27, 2016",22,True
2016,D3,men,800,19,"Marquardt, Charlie",SR-4,Haverford,1:50.93,2016 Mideast Invitational,"May 18, 2016",22,True
2016,D3,men,800,20,"Harmon, Leo",SR-4,Widener,1:50.96,2016 Mideast Invitational,"May 18, 2016",22,True
2016,D3,men,800,21,"Goehring, Josh",SR-4,Bridgewater St.,1:51.09,NEICAAA Outdoor Track & Field Championships,"May 13, 2016",22,True
2016,D3,men,800,22,"Ricketts, Deko",JR-3,Washington U.,1:51.11,UAA Outdoor Track & Field Championships,"Apr 23, 2016",22,True
2016,D3,men,800,23,"Salomon, Nicholas",JR-3,Hope,1:51.12,Al Owens Open,"Apr 22, 2016",22,False
2016,D3,men,800,24,"Serrao, Kevin",SO-2,Middlebury,1:51.14,NEICAAA Outdoor Track & Field Championships,"May 13, 2016",22,False
2016,D3,men,800,25,"Skrip, Kevin",SR-4,St. Olaf,1:51.55,UW-La Crosse NCAA Qualifier,"May 19, 2016",22,False
2016,D3,men,800,26,"Butko, Chris",SO-2,Amherst,1:51.56,ECAC Division III Track & Field Championships,"May 18, 2016",22,False
2016,D3,men,800,27,"Cameron, Will",JR-3,John Carroll,1:51.82,Jesse Owens Track & Field Classic - Ohio State University,"Apr 22, 2016",22,False
2016,D3,men,800,28,"Hinz, Sam",FR-1,Wis.-La Crosse,1:51.85,UW-La Crosse NCAA Qualifier,"May 19, 2016",22,False
2016,D3,men,800,29,"Marton, Grant",FR-1,Carroll,1:52.00,Carroll Invitational,"May 7, 2016",22,False
2016,D3,men,800,29,"Sheppard, Carlton",SR-4,Wesley,1:52.00,Swarthmore Final Qualifier,"May 16, 2016",22,False
2016,D3,men,800,31,"Tonzo, Vincent",SR-4,St. Vincent (Pa.),1:52.01,Bison Outdoor Classic,"Apr 16, 2016",22,False
2016,D3,men,800,32,"Ellis, Jacob",SR-4,Bowdoin,1:52.14,New England DIII Outdoor Track & Field Championships,"May 5, 2016",22,False
2016,D3,men,800,33,"Larsson, Kyle",SO-2,Trinity,1:52.19,ECAC Division III Track & Field Championships,"May 18, 2016",22,False
2016,D3,men,800,34,"Webb, Daniel",SR-4,Southern Maine,1:52.24,New England DIII Outdoor Track & Field Championships,"May 5, 2016",22,False
2016,D3,men,800,34,"Vinson, Ethan",JR-3,Plattsburgh St.,1:52.24,ECAC Division III Track & Field Championships,"May 18, 2016",22,False
2016,D3,men,800,36,"Cowen, Alex",SO-2,Williams,1:52.28,NESCAC Outdoor Track & Field Championships,"Apr 30, 2016",22,False
2016,D3,men,800,37,"Escher, Paul",SR-4,St. Olaf,1:52.31,UW-La Crosse NCAA Qualifier,"May 19, 2016",22,False
2016,D3,men,800,38,"Wilson, Jarod",FR-1,MIT,1:52.47,New England DIII Outdoor Track & Field Championships,"May 5, 2016",22,False
2016,D3,men,800,39,"Hydzik, Mike",SR-4,John Carroll,1:52.54,NCC Gregory Final Qualifier Track & Field Meet - 2016,"May 18, 2016",22,False
2016,D3,men,800,40,"Mulcahy, Collin",SR-4,Fredonia,1:52.55,Bison Outdoor Classic,"Apr 16, 2016",22,False
2016,D3,men,800,41,"Hinz, Joe",JR-3,Wis.-La Crosse,1:52.57,WIAC Outdoor Track & Field Championships,"May 6, 2016",22,False
2016,D3,men,800,41,"Zak, Nick",FR-1,Trine,1:52.57,NCC Gregory Final Qualifier Track & Field Meet - 2016,"May 18, 2016",22,False
2016,D3,men,800,43,"Dewey, Tanner",JR-3,Nebraska Wesleyan,1:52.61,Augustana College Midwest Twilight Qualifier,"May 19, 2016",22,False
2016,D3,men,800,44,"Valentine, Ethan",SO-2,Calvin,1:52.63,Al Owens Open,"Apr 22, 2016",22,False
2016,D3,men,800,44,"Lucey, Steven",JR-3,Amherst,1:52.63,New England DIII Outdoor Track & Field Championships,"May 5, 2016",22,False
2016,D3,men,800,46,"Julien, Marc-Daniel",SR-4,Carnegie Mellon,1:52.64,UAA Outdoor Track & Field Championships,"Apr 23, 2016",22,False
2016,D3,men,800,47,"Griffin, Ben",JR-3,Oswego State,1:52.69,Nazareth College ROC City Track & Field Classic,"Apr 11, 2016",22,False
2016,D3,men,800,48,"Harrison, Brent",SR-4,Amherst,1:52.71,NESCAC Outdoor Track & Field Championships,"Apr 30, 2016",22,False
2016,D3,men,800,49,"Cornell, Cody",SR-4,PSU-Behrend,1:52.72,ECAC Division III Track & Field Championships,"May 18, 2016",22,False
2016,D3,men,800,50,"Graham, Ryan",JR-3,Wis.-Eau Claire,1:52.73,UW-La Crosse Eagle Open,"May 13, 2016",22,False
2022,D1,men,5000,1,"Fay, Brian",JR-3,Washington,13:16.52,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,2,"Beadlescomb, Morgan",SR-4,Michigan State,13:17.16,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,3,"Hacker, Olin",SR-4,Wisconsin,13:19.34,Oregon Relays (College/Pro/Una),"Apr 22, 2022",48,True
2022,D1,men,5000,4,"Herrera, Eduardo",SR-4,Colorado,13:20.30,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,5,"Lumb, Kieran",SR-4,Washington,13:23.26,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,6,"Clinger, Casey",SO-2,BYU,13:23.33,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,7,"Jacobs, Dylan",JR-3,Notre Dame,13:23.45,ACC Outdoor Track & Field Championships,"May 12, 2022",48,True
2022,D1,men,5000,8,"Robinson, Ky",SO-2,Stanford,13:23.61,Stanford Invitational,"Apr 1, 2022",48,True
2022,D1,men,5000,9,"Kiprop, Victor",FR-1,Alabama,13:24.48,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,10,"Hicks, Charles",SO-2,Stanford,13:24.58,Stanford Invitational,"Apr 1, 2022",48,True
2022,D1,men,5000,11,"Muhumed, Ahmed",SR-4,Florida State,13:26.11,Payton Jordan Invitational,"Apr 29, 2022",48,True
2022,D1,men,5000,12,"Keane, Barry",JR-3,Butler,13:26.29,Payton Jordan Invitational,"Apr 29, 2022",48,True
2022,D1,men,5000,13,"Kioko, Athanas",SR-4,Campbell,13:26.73,North Florida Collegiate Invitational,"Apr 29, 2022",48,True
2022,D1,men,5000,14,"Maier, Alex",SO-2,Oklahoma State,13:26.81,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,15,"Sprout, Cole",SO-2,Stanford,13:27.02,Stanford Invitational,"Apr 1, 2022",48,True
2022,D1,men,5000,16,"Wildschutt, Adriaan",SR-4,Florida State,13:28.03,ACC Outdoor Track & Field Championships,"May 12, 2022",48,True
2022,D1,men,5000,17,"Bienenfeld, Aaron",SR-4,Oregon,13:28.13,Oregon Relays (College/Pro/Una),"Apr 22, 2022",48,True
2022,D1,men,5000,18,"Kent, Andrew",SR-4,Colorado,13:28.28,Stanford Invitational,"Apr 1, 2022",48,True
2022,D1,men,5000,19,"Iverson, Acer",FR-1,Harvard,13:28.52,Payton Jordan Invitational,"Apr 29, 2022",48,True
2022,D1,men,5000,20,"Green, Isaac",JR-3,Washington,13:29.55,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,21,"Power, Michael",JR-3,Tulsa,13:29.57,Stanford Invitational,"Apr 1, 2022",48,True
2022,D1,men,5000,22,"Mwaura, James",JR-3,Gonzaga,13:30.02,Oregon Relays (College/Pro/Una),"Apr 22, 2022",48,True
2022,D1,men,5000,23,"Hamilton, Duncan",JR-3,Montana State,13:30.50,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,24,"Kemboi, Amon",SR-4,Arkansas,13:30.96,Stanford Invitational,"Apr 1, 2022",48,True
2022,D1,men,5000,25,"Beattie, Scott",JR-3,Tulsa,13:31.34,Payton Jordan Invitational,"Apr 29, 2022",48,True
2022,D1,men,5000,26,"Magnusson, Baldvin",JR-3,Eastern Michigan,13:32.47,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,27,"Akers, Isaac",JR-3,Tulsa,13:32.84,Stanford Invitational,"Apr 1, 2022",48,True
2022,D1,men,5000,28,"Osterstock, Nate",JR-3,Southern Utah,13:33.01,Payton Jordan Invitational,"Apr 29, 2022",48,True
2022,D1,men,5000,29,"Gilman, Sam",JR-3,Air Force,13:33.26,62nd Annual Mt. SAC Relays (Elite),"Apr 13, 2022",48,True
2022,D1,men,5000,30,"Alexander, Andrew",SR-4,Notre Dame,13:34.50,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,31,"Johnson, Chad",SO-2,Iowa State,13:34.86,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,32,"Curtin, Fearghal",JR-3,Charleston Southern,13:35.06,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,33,"Wilkinson, Matthew",JR-3,Minnesota,13:35.45,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,34,"Ostberg, Alex",SR-4,North Carolina,13:35.67,Virginia Challenge,"Apr 22, 2022",48,True
2022,D1,men,5000,35,"Kiprop, Patrick",SO-2,Arkansas,13:35.84,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,36,"El-Sandali, Ehab",SR-4,Iona,13:35.93,Payton Jordan Invitational,"Apr 29, 2022",48,True
2022,D1,men,5000,37,"Schaffer, Dan",SR-4,Binghamton,13:36.23,Virginia Challenge,"Apr 22, 2022",48,True
2022,D1,men,5000,38,"Van Der Els, Eric",SR-4,Connecticut,13:36.28,Virginia Challenge,"Apr 22, 2022",48,True
2022,D1,men,5000,39,"Kibichii, Ezekiel",SO-2,Iowa State,13:36.77,Bryan Clay Invitational,"Apr 13, 2022",48,True
2022,D1,men,5000,40,"Porter, Wes",FR-1,Virginia,13:36.84,Virginia Challenge,"Apr 22, 2022",48,True
2022,D1,men,5000,41,"Perrin, Ben",SO-2,Montana State,13:36.99,Payton Jordan Invitational,"Apr 29, 2022",48,True
2022,D1,men,5000,42,"Facioni, Zach",JR-3,Wake Forest,13:37.09,Virginia Challenge,"Apr 22, 2022",48,True
2022,D1,men,5000,43,"Garnica, Brandon",JR-3,BYU,13:37.18,Payton Jordan Invitational,"Apr 29, 2022",48,True
2022,D1,men,5000,44,"Berry, Kevin",SR-4,Princeton,13:37.21,Virginia Challenge,"Apr 22, 2022",48,True
2022,D1,men,5000,45,"Liking, Bob",SO-2,Wisconsin,13:37.24,Oregon Relays (College/Pro/Una),"Apr 22, 2022",48,True
2022,D1,men,5000,46,"Boyden, Thomas",SO-2,Stanford,13:37.39,Pac-12 Track & Field Championships,"May 13, 2022",48,True
2022,D1,men,5000,47,"Anderson, Patrick",SO-2,North Carolina,13:37.79,Virginia Challenge,"Apr 22, 2022",48,True
2022,D1,men,5000,48,"Doyle, Cathal",JR-3,Portland,13:38.01,Stanford Invitational,"Apr 1, 2022",48,True
2022,D1,men,5000,49,"Las Heras, Aaron",JR-3,Wake Forest,13:38.02,ACC Outdoor Track & Field Championships,"May 12, 2022",48,False
2022,D1,men,5000,50,"Lopez Segura, Antonio",JR-3,Virginia Tech,13:38.22,Virginia Challenge,"Apr 22, 2022",48,False
2022,D1,men,5000,51,"Shields, Jonathan",SR-4,Boise State,13:38.56,Stanford Invitational,"Apr 1, 2022",48,False
2022,D1,men,5000,52,"Burke, Evan",SO-2,Stanford,13:38.82,Stanford Invitational,"Apr 1, 2022",48,False
2022,D1,men,5000,53,"Basten, Alec",SR-4,Minnesota,13:39.03,Bryan Clay Invitational,"Apr 13, 2022",48,False
2022,D1,men,5000,54,"Kawalec, Nate",SO-2,NC State,13:39.40,ACC Outdoor Track & Field Championships,"May 12, 2022",48,False
2022,D1,men,5000,55,"Bullock, Cole",SO-2,Ole Miss,13:39.46,Virginia Challenge,"Apr 22, 2022",48,False
2022,D1,men,5000,56,"Kusche, George",SR-4,Northern Arizona,13:39.51,Stanford Invitational,"Apr 1, 2022",48,False
2022,D1,men,5000,57,"Aho, Jack",SR-4,North Carolina,13:39.59,Virginia Challenge,"Apr 22, 2022",48,False
2022,D1,men,5000,58,"Martinez De Pinillos, Joaquin",JR-3,Wake Forest,13:39.83,Virginia Challenge,"Apr 22, 2022",48,False
2022,D1,men,5000,59,"Pollard, Thomas",SR-4,Iowa State,13:40.20,Bryan Clay Invitational,"Apr 13, 2022",48,False
2022,D1,men,5000,60,"Tatter, John",JR-3,North Carolina,13:40.59,Virginia Challenge,"Apr 22, 2022",48,False
2022,D1,men,5000,61,"Scudder, Nickolas",SO-2,Charlotte,13:40.62,Virginia Challenge,"Apr 22, 2022",48,False
2022,D1,men,5000,61,"Methner, Joshua",SO-2,Notre Dame,13:40.62,ACC Outdoor Track & Field Championships,"May 12, 2022",48,False
2022,D1,men,5000,63,"Mauri, Vincent",SO-2,Arizona State,13:40.69,Stanford Invitational,"Apr 1, 2022",48,False
2022,D1,men,5000,64,"Drew, Ryan",SR-4,Liberty,13:40.82,Stanford Invitational,"Apr 1, 2022",48,False
2022,D1,men,5000,65,"Allen, Christian",SO-2,Weber State,13:40.88,Payton Jordan Invitational,"Apr 29, 2022",48,False
2022,D1,men,5000,66,"Dragon, Joe",SR-4,Syracuse,13:41.04,Virginia Challenge,"Apr 22, 2022",48,False
2022,D1,men,5000,67,"Quax, Theo",JR-3,Northern Arizona,13:41.13,Stanford Invitational,"Apr 1, 2022",48,False
2022,D1,men,5000,68,"Wolfe, Parker",FR-1,North Carolina,13:41.77,ACC Outdoor Track & Field Championships,"May 12, 2022",48,False
2022,D1,men,5000,69,"Sweeney, Charlie",JR-3,Colorado,13:42.05,Pac-12 Track & Field Championships,"May 13, 2022",48,False
2022,D1,men,5000,70,"Hasty, Brodey",JR-3,Northern Arizona,13:42.28,Bryan Clay Invitational,"Apr 13, 2022",48,False
2022,D1,men,5000,71,"Nur, Abdihamid",JR-3,Northern Arizona,13:42.31,62nd Annual Mt. SAC Relays (Collegiate),"Apr 13, 2022",48,False
2022,D1,men,5000,72,"Bosley, Drew",FR-1,Northern Arizona,13:42.32,62nd Annual Mt. SAC Relays (Collegiate),"Apr 13, 2022",48,False
2022,D1,men,5000,72,"Young, Nico",SO-2,Northern Arizona,13:42.32,62nd Annual Mt. SAC Relays (Collegiate),"Apr 13, 2022",48,False
2022,D1,men,5000,74,"Ambrosio, CJ",SR-4,Duke,13:42.50,ACC Outdoor Track & Field Championships,"May 12, 2022",48,False
2022,D1,men,5000,75,"Ford, Ryan",SR-4,Iowa State,13:42.61,Bryan Clay Invitational,"Apr 13, 2022",48,False
2022,D1,men,5000,76,"Sado, Yasin",FR-1,Virginia,13:42.84,Virginia Challenge,"Apr 22, 2022",48,False
2022,D1,men,5000,77,"Johnsen, Colton",SR-4,Washington St.,13:43.11,Pac-12 Track & Field Championships,"May 13, 2022",48,False
2022,D1,men,5000,78,"Ibrahim, Abdirizak",JR-3,New Mexico,13:43.14,Bryan Clay Invitational,"Apr 13, 2022",48,False
2022,D1,men,5000,79,"Wheeler, Charlie",JR-3,Wisconsin,13:43.42,Oregon Relays (College/Pro/Una),"Apr 22, 2022",48,False
2022,D1,men,5000,80,"Lynch, Peter",SR-4,Tulsa,13:43.52,Payton Jordan Invitational,"Apr 29, 2022",48,False
2022,D1,men,5000,81,"Veatch, Ben",SR-4,Indiana,13:43.59,Raleigh Relays,"Mar 24, 2022",48,False
2022,D1,men,5000,82,"Tewalt, Luke",FR-1,Wake Forest,13:43.60,Virginia Challenge,"Apr 22, 2022",48,False
2022,D1,men,5000,83,"Cheboson, Emmanuel",SR-4,Arkansas,13:43.66,SEC Outdoor Track & Field Championships,"May 12, 2022",48,False
2022,D1,men,5000,84,"Dalton, Cormac",JR-3,Tulsa,13:43.77,Payton Jordan Invitational,"Apr 29, 2022",48,False
2022,D1,men,5000,85,"Shea, John",SR-4,Northern Arizona,13:44.57,Payton Jordan Invitational,"Apr 29, 2022",48,False
2022,D1,men,5000,86,"Henderson, Nathan",JR-3,Syracuse,13:44.65,Stanford Invitational,"Apr 1, 2022",48,False
2022,D1,men,5000,87,"Bendtsen, Nicholas",FR-1,Princeton,13:44.81,2022 Princeton Elite Invitational,"May 14, 2022",48,False
2022,D1,men,5000,88,"Bates, Evan",SO-2,Gonzaga,13:45.04,Oregon Relays (College/Pro/Una),"Apr 22, 2022",48,False
2022,D1,men,5000,89,"Johnson, Ryan",JR-3,Air Force,13:45.23,62nd Annual Mt. SAC Relays (Collegiate),"Apr 13, 2022",48,False
2022,D1,men,5000,90,"Kibiwot, Ian",SO-2,Louisville,13:45.31,ACC Outdoor Track & Field Championships,"May 12, 2022",48,False
2022,D1,men,5000,91,"De Caro, Dario",SR-4,Boise State,13:45.56,Fresno State Invitational,"Apr 29, 2022",48,False
2022,D1,men,5000,92,"Bishop, Evan",SO-2,Wisconsin,13:45.59,Oregon Relays (College/Pro/Una),"Apr 22, 2022",48,False
2022,D1,men,5000,93,"Shanklin, Ian",JR-3,NC State,13:45.83,Raleigh Relays,"Mar 24, 2022",48,False
2022,D1,men,5000,94,"Cheruiyot, Hillary",FR-1,Alabama,13:45.91,Bryan Clay Invitational,"Apr 13, 2022",48,False
2022,D1,men,5000,95,"Klemz, Jacob",SR-4,Portland,13:46.12,Oregon Twilight,"May 6, 2022",48,False
2022,D1,men,5000,96,"Russell, Nicholas",SO-2,Santa Clara,13:46.22,62nd Annual Mt. SAC Relays (Collegiate),"Apr 13, 2022",48,False
2022,D1,men,5000,97,"LePallec, Florian",JR-3,CBU,13:46.32,62nd Annual Mt. SAC Relays (Collegiate),"Apr 13, 2022",48,False
2022,D1,men,5000,98,"Ellenberg, Rowen",SO-2,Wisconsin,13:46.37,Oregon Relays (College/Pro/Una),"Apr 22, 2022",48,False
2022,D1,men,5000,99,"McEvoy, Shay",FR-1,Tulsa,13:46.45,Stanford Invitational,"Apr 1, 2022",48,False
2022,D1,men,5000,100,"Winter, Karl",SR-4,Pepperdine,13:46.80,Stanford Invitational,"Apr 1, 2022",48,False
2016,D1,men,110H,1,"Allen, Devon",SO-2,Oregon,13.32,Pac-12 Outdoor Track & Field Championships,"May 14, 2016",48,True
2016,D1,men,110H,2,"Washington, Adarius",SR-4,Indiana State,13.4,2016 Drake Relays presented by Hy-Vee,"Apr 27, 2016",48,True
2016,D1,men,110H,3,"Barnes, William",SR-4,Kent State,13.41,2016 Drake Relays presented by Hy-Vee,"Apr 27, 2016",48,True
2016,D1,men,110H,4,"Williams, Isaac",SR-4,Houston,13.43,Mt. SAC Relays,"Apr 14, 2016",48,True
2016,D1,men,110H,5,"Mallett, Aaron",JR-3,Iowa,13.48,Big Ten Conference Outdoor Track & Field Championships,"May 13, 2016",48,True
